"","State","Filed week ended","Initial Claims","Reflecting Week Ended","Continued Claims","Covered Employment","Insured Unemployment Rate"
"1030","Pennsylvania","01/25/2020",13.359,"01/18/2020",140027,5800562,2.41
"1031","Pennsylvania","02/01/2020",15.893,"01/25/2020",135951,5800562,2.34
"1032","Pennsylvania","02/08/2020",14.425,"02/01/2020",142004,5800562,2.45
"1033","Pennsylvania","02/15/2020",13.583,"02/08/2020",136149,5800562,2.35
"1034","Pennsylvania","02/22/2020",12.631,"02/15/2020",142306,5800562,2.45
"1035","Pennsylvania","02/29/2020",12.045,"02/22/2020",135095,5800562,2.33
"1036","Pennsylvania","03/07/2020",12.227,"02/29/2020",136931,5800562,2.36
"1037","Pennsylvania","03/14/2020",15.439,"03/07/2020",128842,5800562,2.22
"1038","Pennsylvania","03/21/2020",363,"03/14/2020",128029,5800562,2.21
"1039","Pennsylvania","03/28/2020",374.056,"03/21/2020",135708,5800562,2.34
"1040","Pennsylvania","04/04/2020",239.077,"03/28/2020",566464,5800562,9.77
"1041","Pennsylvania","04/11/2020",234.868,"04/04/2020",614196,5814461,10.56
"1042","Pennsylvania","04/18/2020",124.633,"04/11/2020",1074660,5814461,18.48
"1043","Pennsylvania","04/25/2020",82.414,"04/18/2020",915249,5814461,15.74
"1044","Pennsylvania","05/02/2020",94.445,"04/25/2020",1233299,5814461,21.21
"1045","Pennsylvania","05/09/2020",73.688,"05/02/2020",1049464,5814461,18.05
"1046","Pennsylvania","05/16/2020",41.673,"05/09/2020",1008886,5814461,17.35
"1047","Pennsylvania","05/23/2020",55.374,"05/16/2020",907252,5814461,15.6
"1048","Pennsylvania","05/30/2020",42.266,"05/23/2020",1019571,5814461,17.54
"1049","Pennsylvania","06/06/2020",45.049,"05/30/2020",846788,5814461,14.56
"1050","Pennsylvania","06/13/2020",44.341,"06/06/2020",913810,5814461,15.72
"1051","Pennsylvania","06/20/2020",42.577,"06/13/2020",748874,5814461,12.88
"1052","Pennsylvania","06/27/2020",45.261,"06/20/2020",809609,5814461,13.92
"1053","Pennsylvania","07/04/2020",44.086,"06/27/2020",651160,5814461,11.2
"1054","Puerto Rico","01/04/2020",0.853,"12/28/2019",17194,848044,2.03
"1055","Puerto Rico","01/11/2020",0.836,"01/04/2020",15746,852292,1.85
"1056","Puerto Rico","01/18/2020",3.124,"01/11/2020",22291,852292,2.62
"1057","Puerto Rico","01/25/2020",2.335,"01/18/2020",22725,852292,2.67
"1058","Puerto Rico","02/01/2020",1.998,"01/25/2020",23857,852292,2.8
"1059","Puerto Rico","02/08/2020",1.77,"02/01/2020",23157,852292,2.72
"1060","Puerto Rico","02/15/2020",1.588,"02/08/2020",21114,852292,2.48
"1061","Puerto Rico","02/22/2020",1.39,"02/15/2020",20765,852292,2.44
"1062","Puerto Rico","02/29/2020",1.296,"02/22/2020",19480,852292,2.29
"1063","Puerto Rico","03/07/2020",1.343,"02/29/2020",18657,852292,2.19
"1064","Puerto Rico","03/14/2020",1.172,"03/07/2020",18704,852292,2.19
"1065","Puerto Rico","03/21/2020",20.148,"03/14/2020",15239,852292,1.79
"1066","Puerto Rico","03/28/2020",45.394,"03/21/2020",19230,852292,2.26
"1067","Puerto Rico","04/04/2020",66.555,"03/28/2020",49669,852292,5.83
"1068","Puerto Rico","04/11/2020",42.074,"04/04/2020",86474,856124,10.1
"1069","Puerto Rico","04/18/2020",26.481,"04/11/2020",109672,856124,12.81
"1070","Puerto Rico","04/25/2020",17.286,"04/18/2020",153421,856124,17.92
"1071","Puerto Rico","05/02/2020",21.886,"04/25/2020",145140,856124,16.95
"1072","Puerto Rico","05/09/2020",15.067,"05/02/2020",164034,856124,19.16
"1073","Puerto Rico","05/16/2020",10.923,"05/09/2020",152823,856124,17.85
"1074","Puerto Rico","05/23/2020",13.521,"05/16/2020",194272,856124,22.69
"1075","Puerto Rico","05/30/2020",7.236,"05/23/2020",162538,856124,18.99
"1076","Puerto Rico","06/06/2020",8.82,"05/30/2020",180722,856124,21.11
"1077","Puerto Rico","06/13/2020",8.097,"06/06/2020",175974,856124,20.55
"1078","Puerto Rico","06/20/2020",9.16,"06/13/2020",196503,856124,22.95
"1079","Puerto Rico","06/27/2020",10.228,"06/20/2020",217712,856124,25.43
"1080","Puerto Rico","07/04/2020",11.257,"06/27/2020",229039,856124,26.75
"1081","Rhode Island","01/04/2020",1.972,"12/28/2019",12109,471911,2.57
"1082","Rhode Island","01/11/2020",1.817,"01/04/2020",12299,472874,2.6
"1083","Rhode Island","01/18/2020",1.194,"01/11/2020",10987,472874,2.32
"1084","Rhode Island","01/25/2020",1.048,"01/18/2020",10750,472874,2.27
"1085","Rhode Island","02/01/2020",0.971,"01/25/2020",11042,472874,2.34
"1086","Rhode Island","02/08/2020",0.959,"02/01/2020",11051,472874,2.34
"1087","Rhode Island","02/15/2020",0.996,"02/08/2020",11164,472874,2.36
"1088","Rhode Island","02/22/2020",1.921,"02/15/2020",11199,472874,2.37
"1089","Rhode Island","02/29/2020",0.874,"02/22/2020",12384,472874,2.62
"1090","Rhode Island","03/07/2020",0.7,"02/29/2020",11130,472874,2.35
"1091","Rhode Island","03/14/2020",1.108,"03/07/2020",10692,472874,2.26
"1092","Rhode Island","03/21/2020",35.847,"03/14/2020",10857,472874,2.3
"1093","Rhode Island","03/28/2020",27.8,"03/21/2020",31847,472874,6.73
"1094","Rhode Island","04/04/2020",28.243,"03/28/2020",56038,472874,11.85
"1095","Rhode Island","04/11/2020",22.509,"04/04/2020",70935,473597,14.98
"1096","Rhode Island","04/18/2020",18.078,"04/11/2020",79140,473597,16.71
"1097","Rhode Island","04/25/2020",13.084,"04/18/2020",96663,473597,20.41
"1098","Rhode Island","05/02/2020",9.088,"04/25/2020",97573,473597,20.6
"1099","Rhode Island","05/09/2020",6.245,"05/02/2020",94083,473597,19.87
"1100","Rhode Island","05/16/2020",3.883,"05/09/2020",89247,473597,18.84
"1101","Rhode Island","05/23/2020",2.937,"05/16/2020",87966,473597,18.57
"1102","Rhode Island","05/30/2020",2.748,"05/23/2020",78496,473597,16.57
"1103","Rhode Island","06/06/2020",3.518,"05/30/2020",76946,473597,16.25
"1104","Rhode Island","06/13/2020",2.641,"06/06/2020",73083,473597,15.43
"1105","Rhode Island","06/20/2020",4.014,"06/13/2020",69236,473597,14.62
"1106","Rhode Island","06/27/2020",3.229,"06/20/2020",67100,473597,14.17
"1107","Rhode Island","07/04/2020",3.436,"06/27/2020",66304,473597,14
"1108","South Carolina","01/04/2020",7.471,"12/28/2019",18922,2070232,0.91
"1109","South Carolina","01/11/2020",4.629,"01/04/2020",21587,2077535,1.04
"1110","South Carolina","01/18/2020",3.126,"01/11/2020",18780,2077535,0.9
"1111","South Carolina","01/25/2020",2.248,"01/18/2020",17113,2077535,0.82
"1112","South Carolina","02/01/2020",2.099,"01/25/2020",17061,2077535,0.82
"1113","South Carolina","02/08/2020",2.054,"02/01/2020",16669,2077535,0.8
"1114","South Carolina","02/15/2020",2.088,"02/08/2020",16547,2077535,0.8
"1115","South Carolina","02/22/2020",1.824,"02/15/2020",16239,2077535,0.78
"1116","South Carolina","02/29/2020",1.977,"02/22/2020",15779,2077535,0.76
"1117","South Carolina","03/07/2020",1.889,"02/29/2020",15341,2077535,0.74
"1118","South Carolina","03/14/2020",2.093,"03/07/2020",15032,2077535,0.72
"1119","South Carolina","03/21/2020",31.826,"03/14/2020",15111,2077535,0.73
"1120","South Carolina","03/28/2020",66.475,"03/21/2020",30341,2077535,1.46
"1121","South Carolina","04/04/2020",86.573,"03/28/2020",75521,2077535,3.64
"1122","South Carolina","04/11/2020",89.147,"04/04/2020",126994,2087060,6.08
"1123","South Carolina","04/18/2020",74.362,"04/11/2020",179769,2087060,8.61
"1124","South Carolina","04/25/2020",66.438,"04/18/2020",240956,2087060,11.55
"1125","South Carolina","05/02/2020",47.673,"04/25/2020",260409,2087060,12.48
"1126","South Carolina","05/09/2020",33.191,"05/02/2020",268701,2087060,12.87
"1127","South Carolina","05/16/2020",29.899,"05/09/2020",256676,2087060,12.3
"1128","South Carolina","05/23/2020",25.38,"05/16/2020",241793,2087060,11.59
"1129","South Carolina","05/30/2020",18.91,"05/23/2020",214814,2087060,10.29
"1130","South Carolina","06/06/2020",23.188,"05/30/2020",212570,2087060,10.19
"1131","South Carolina","06/13/2020",19.853,"06/06/2020",200903,2087060,9.63
"1132","South Carolina","06/20/2020",17.611,"06/13/2020",198224,2087060,9.5
"1133","South Carolina","06/27/2020",17.654,"06/20/2020",197125,2087060,9.45
"1134","South Carolina","07/04/2020",16.015,"06/27/2020",187282,2087060,8.97
"1135","South Dakota","01/04/2020",0.398,"12/28/2019",2798,416296,0.67
"1136","South Dakota","01/11/2020",0.468,"01/04/2020",2970,417030,0.71
"1137","South Dakota","01/18/2020",0.338,"01/11/2020",2995,417030,0.72
"1138","South Dakota","01/25/2020",0.291,"01/18/2020",3071,417030,0.74
"1139","South Dakota","02/01/2020",0.217,"01/25/2020",3155,417030,0.76
"1140","South Dakota","02/08/2020",0.223,"02/01/2020",3117,417030,0.75
"1141","South Dakota","02/15/2020",0.194,"02/08/2020",3196,417030,0.77
"1142","South Dakota","02/22/2020",0.191,"02/15/2020",3164,417030,0.76
"1143","South Dakota","02/29/2020",0.159,"02/22/2020",3116,417030,0.75
"1144","South Dakota","03/07/2020",0.185,"02/29/2020",3059,417030,0.73
"1145","South Dakota","03/14/2020",0.19,"03/07/2020",2870,417030,0.69
"1146","South Dakota","03/21/2020",1.761,"03/14/2020",2674,417030,0.64
"1147","South Dakota","03/28/2020",6.801,"03/21/2020",3538,417030,0.85
"1148","South Dakota","04/04/2020",8.138,"03/28/2020",7568,417030,1.81
"1149","South Dakota","04/11/2020",6.359,"04/04/2020",14431,417997,3.45
"1150","South Dakota","04/18/2020",5.295,"04/11/2020",19664,417997,4.7
"1151","South Dakota","04/25/2020",5.535,"04/18/2020",22707,417997,5.43
"1152","South Dakota","05/02/2020",3.929,"04/25/2020",23791,417997,5.69
"1153","South Dakota","05/09/2020",5.269,"05/02/2020",23388,417997,5.6
"1154","South Dakota","05/16/2020",3.891,"05/09/2020",25186,417997,6.03
"1155","South Dakota","05/23/2020",3.471,"05/16/2020",22454,417997,5.37
"1156","South Dakota","05/30/2020",1.498,"05/23/2020",19629,417997,4.7
"1157","South Dakota","06/06/2020",0.88,"05/30/2020",20573,417997,4.92
"1158","South Dakota","06/13/2020",1.065,"06/06/2020",18649,417997,4.46
"1159","South Dakota","06/20/2020",0.91,"06/13/2020",17163,417997,4.11
"1160","South Dakota","06/27/2020",0.644,"06/20/2020",17142,417997,4.1
"1161","South Dakota","07/04/2020",0.835,"06/27/2020",15942,417997,3.81
"1162","Tennessee","01/04/2020",3.084,"12/28/2019",22163,3250062,0.68
"1163","Tennessee","01/11/2020",3.711,"01/04/2020",22398,3263988,0.69
"1164","Tennessee","01/18/2020",3.093,"01/11/2020",20441,3263988,0.63
"1165","Tennessee","01/25/2020",2.484,"01/18/2020",20786,3263988,0.64
"1166","Tennessee","02/01/2020",2.362,"01/25/2020",21364,3263988,0.65
"1167","Tennessee","02/08/2020",2.161,"02/01/2020",20670,3263988,0.63
"1168","Tennessee","02/15/2020",2.14,"02/08/2020",20485,3263988,0.63
"1169","Tennessee","02/22/2020",1.855,"02/15/2020",20139,3263988,0.62
"1170","Tennessee","02/29/2020",2.014,"02/22/2020",20413,3263988,0.63
"1171","Tennessee","03/07/2020",2.032,"02/29/2020",19035,3263988,0.58
"1172","Tennessee","03/14/2020",2.702,"03/07/2020",18450,3263988,0.57
"1173","Tennessee","03/21/2020",38.077,"03/14/2020",18350,3263988,0.56
"1174","Tennessee","03/28/2020",92.5,"03/21/2020",37541,3263988,1.15
"1175","Tennessee","04/04/2020",112.186,"03/28/2020",116179,3263988,3.56
"1176","Tennessee","04/11/2020",71.887,"04/04/2020",206472,3278927,6.3
"1177","Tennessee","04/18/2020",67.226,"04/11/2020",279895,3278927,8.54
"1178","Tennessee","04/25/2020",42.805,"04/18/2020",341033,3278927,10.4
"1179","Tennessee","05/02/2020",36.323,"04/25/2020",340249,3278927,10.38
"1180","Tennessee","05/09/2020",28.377,"05/02/2020",343212,3278927,10.47
"1181","Tennessee","05/16/2020",27.99,"05/09/2020",332745,3278927,10.15
"1182","Tennessee","05/23/2020",25.439,"05/16/2020",327768,3278927,10
"1183","Tennessee","05/30/2020",22.255,"05/23/2020",322117,3278927,9.82
"1184","Tennessee","06/06/2020",20.908,"05/30/2020",310065,3278927,9.46
"1185","Tennessee","06/13/2020",19.413,"06/06/2020",297873,3278927,9.08
"1186","Tennessee","06/20/2020",20.506,"06/13/2020",283631,3278927,8.65
"1187","Tennessee","06/27/2020",21.544,"06/20/2020",279199,3278927,8.51
"1188","Tennessee","07/04/2020",24.92,"06/27/2020",273815,3278927,8.35
"1189","Texas","01/04/2020",12.367,"12/28/2019",141473,12168097,1.16
"1190","Texas","01/11/2020",21.902,"01/04/2020",140768,12236594,1.15
"1191","Texas","01/18/2020",15.783,"01/11/2020",145126,12236594,1.19
"1192","Texas","01/25/2020",13.07,"01/18/2020",132656,12236594,1.08
"1193","Texas","02/01/2020",13.818,"01/25/2020",140826,12236594,1.15
"1194","Texas","02/08/2020",13.869,"02/01/2020",128666,12236594,1.05
"1195","Texas","02/15/2020",12.79,"02/08/2020",133475,12236594,1.09
"1196","Texas","02/22/2020",12.047,"02/15/2020",127275,12236594,1.04
"1197","Texas","02/29/2020",12.692,"02/22/2020",133247,12236594,1.09
"1198","Texas","03/07/2020",14.355,"02/29/2020",125252,12236594,1.02
"1199","Texas","03/14/2020",16.176,"03/07/2020",127905,12236594,1.05
"1200","Texas","03/21/2020",155.426,"03/14/2020",126427,12236594,1.03
"1201","Texas","03/28/2020",276.185,"03/21/2020",144697,12236594,1.18
"1202","Texas","04/04/2020",315.167,"03/28/2020",374656,12236594,3.06
"1203","Texas","04/11/2020",274.257,"04/04/2020",632470,12304547,5.14
"1204","Texas","04/18/2020",280.761,"04/11/2020",911923,12304547,7.41
"1205","Texas","04/25/2020",254.084,"04/18/2020",962122,12304547,7.82
"1206","Texas","05/02/2020",243.935,"04/25/2020",1133324,12304547,9.21
"1207","Texas","05/09/2020",141.553,"05/02/2020",1181609,12304547,9.6
"1208","Texas","05/16/2020",134.065,"05/09/2020",1300576,12304547,10.57
"1209","Texas","05/23/2020",127.717,"05/16/2020",1272557,12304547,10.34
"1210","Texas","05/30/2020",106.677,"05/23/2020",1401773,12304547,11.39
"1211","Texas","06/06/2020",89.676,"05/30/2020",1215507,12304547,9.88
"1212","Texas","06/13/2020",94.723,"06/06/2020",1297296,12304547,10.54
"1213","Texas","06/20/2020",89.547,"06/13/2020",1221813,12304547,9.93
"1214","Texas","06/27/2020",96.593,"06/20/2020",1301714,12304547,10.58
"1215","Texas","07/04/2020",117.099,"06/27/2020",1237931,12304547,10.06
"1216","Utah","01/04/2020",1.518,"12/28/2019",11328,1454279,0.78
"1217","Utah","01/11/2020",1.834,"01/04/2020",11787,1459679,0.81
"1218","Utah","01/18/2020",1.458,"01/11/2020",12061,1459679,0.83
"1219","Utah","01/25/2020",1.271,"01/18/2020",12061,1459679,0.83
"1220","Utah","02/01/2020",1.29,"01/25/2020",11872,1459679,0.81
"1221","Utah","02/08/2020",1.303,"02/01/2020",12187,1459679,0.83
"1222","Utah","02/15/2020",1.097,"02/08/2020",12131,1459679,0.83
"1223","Utah","02/22/2020",1.008,"02/15/2020",11960,1459679,0.82
"1224","Utah","02/29/2020",0.885,"02/22/2020",11451,1459679,0.78
"1225","Utah","03/07/2020",1.015,"02/29/2020",11077,1459679,0.76
"1226","Utah","03/14/2020",1.305,"03/07/2020",10701,1459679,0.73
"1227","Utah","03/21/2020",19.69,"03/14/2020",10826,1459679,0.74
"1228","Utah","03/28/2020",28.532,"03/21/2020",24635,1459679,1.69
"1229","Utah","04/04/2020",33.04,"03/28/2020",45161,1459679,3.09
"1230","Utah","04/11/2020",24.515,"04/04/2020",72798,1474336,4.94
"1231","Utah","04/18/2020",19.649,"04/11/2020",88281,1474336,5.99
"1232","Utah","04/25/2020",11.738,"04/18/2020",89495,1474336,6.07
"1233","Utah","05/02/2020",8.992,"04/25/2020",92872,1474336,6.3
"1234","Utah","05/09/2020",7.076,"05/02/2020",91591,1474336,6.21
"1235","Utah","05/16/2020",6.228,"05/09/2020",86298,1474336,5.85
"1236","Utah","05/23/2020",5.405,"05/16/2020",82054,1474336,5.57
"1237","Utah","05/30/2020",4.948,"05/23/2020",79316,1474336,5.38
"1238","Utah","06/06/2020",5.382,"05/30/2020",78145,1474336,5.3
"1239","Utah","06/13/2020",4.803,"06/06/2020",75383,1474336,5.11
"1240","Utah","06/20/2020",4.915,"06/13/2020",73619,1474336,4.99
"1241","Utah","06/27/2020",4.965,"06/20/2020",72216,1474336,4.9
"1242","Utah","07/04/2020",4.802,"06/27/2020",70639,1474336,4.79
"1243","Vermont","01/04/2020",0.68,"12/28/2019",5417,303175,1.79
"1244","Vermont","01/11/2020",0.649,"01/04/2020",5609,303508,1.85
"1245","Vermont","01/18/2020",0.755,"01/11/2020",4961,303508,1.63
"1246","Vermont","01/25/2020",0.518,"01/18/2020",4986,303508,1.64
"1247","Vermont","02/01/2020",0.481,"01/25/2020",5006,303508,1.65
"1248","Vermont","02/08/2020",0.475,"02/01/2020",4824,303508,1.59
"1249","Vermont","02/15/2020",0.543,"02/08/2020",4931,303508,1.62
"1250","Vermont","02/22/2020",0.61,"02/15/2020",4872,303508,1.61
"1251","Vermont","02/29/2020",0.863,"02/22/2020",5039,303508,1.66
"1252","Vermont","03/07/2020",0.446,"02/29/2020",5219,303508,1.72
"1253","Vermont","03/14/2020",0.659,"03/07/2020",4896,303508,1.61
"1254","Vermont","03/21/2020",3.784,"03/14/2020",4810,303508,1.58
"1255","Vermont","03/28/2020",14.633,"03/21/2020",13797,303508,4.55
"1256","Vermont","04/04/2020",16.474,"03/28/2020",21953,303508,7.23
"1257","Vermont","04/11/2020",9.662,"04/04/2020",31204,303379,10.29
"1258","Vermont","04/18/2020",6.598,"04/11/2020",64313,303379,21.2
"1259","Vermont","04/25/2020",5.117,"04/18/2020",76457,303379,25.2
"1260","Vermont","05/02/2020",3.875,"04/25/2020",60535,303379,19.95
"1261","Vermont","05/09/2020",2.913,"05/02/2020",57040,303379,18.8
"1262","Vermont","05/16/2020",2.199,"05/09/2020",55103,303379,18.16
"1263","Vermont","05/23/2020",1.552,"05/16/2020",50285,303379,16.57
"1264","Vermont","05/30/2020",1.465,"05/23/2020",46316,303379,15.27
"1265","Vermont","06/06/2020",1.65,"05/30/2020",45207,303379,14.9
"1266","Vermont","06/13/2020",1.859,"06/06/2020",43338,303379,14.29
"1267","Vermont","06/20/2020",1.389,"06/13/2020",42681,303379,14.07
"1268","Vermont","06/27/2020",2.163,"06/20/2020",42420,303379,13.98
"1269","Vermont","07/04/2020",1.876,"06/27/2020",39089,303379,12.88
"1270","Virgin Islands","01/04/2020",0.01,"12/28/2019",468,33306,1.41
"1271","Virgin Islands","01/11/2020",0.024,"01/04/2020",534,34238,1.56
"1272","Virgin Islands","01/18/2020",0.04,"01/11/2020",562,34238,1.64
"1273","Virgin Islands","01/25/2020",0.044,"01/18/2020",552,34238,1.61
"1274","Virgin Islands","02/01/2020",0.035,"01/25/2020",516,34238,1.51
"1275","Virgin Islands","02/08/2020",0.045,"02/01/2020",522,34238,1.52
"1276","Virgin Islands","02/15/2020",0.04,"02/08/2020",508,34238,1.48
"1277","Virgin Islands","02/22/2020",0.055,"02/15/2020",508,34238,1.48
"1278","Virgin Islands","02/29/2020",0.037,"02/22/2020",562,34238,1.64
"1279","Virgin Islands","03/07/2020",0.064,"02/29/2020",586,34238,1.71
"1280","Virgin Islands","03/14/2020",0.044,"03/07/2020",592,34238,1.73
"1281","Virgin Islands","03/21/2020",0.123,"03/14/2020",584,34238,1.71
"1282","Virgin Islands","03/28/2020",0.25,"03/21/2020",512,34238,1.5
"1283","Virgin Islands","04/04/2020",0.072,"03/28/2020",658,34238,1.92
"1284","Virgin Islands","04/11/2020",0.006,"04/04/2020",776,35422,2.19
"1285","Virgin Islands","04/18/2020",0.013,"04/11/2020",1322,35422,3.73
"1286","Virgin Islands","04/25/2020",0.103,"04/18/2020",1468,35422,4.14
"1287","Virgin Islands","05/02/2020",0.045,"04/25/2020",1882,35422,5.31
"1288","Virgin Islands","05/09/2020",0.07,"05/02/2020",2812,35422,7.94
"1289","Virgin Islands","05/16/2020",0.066,"05/09/2020",3572,35422,10.08
"1290","Virgin Islands","05/23/2020",0.047,"05/16/2020",4534,35422,12.8
"1291","Virgin Islands","05/30/2020",0.032,"05/23/2020",4642,35422,13.1
"1292","Virgin Islands","06/06/2020",0.032,"05/30/2020",5564,35422,15.71
"1293","Virgin Islands","06/13/2020",0.053,"06/06/2020",5734,35422,16.19
"1294","Virgin Islands","06/20/2020",0.063,"06/13/2020",6294,35422,17.77
"1295","Virgin Islands","06/27/2020",0.057,"06/20/2020",6194,35422,17.49
"1296","Virgin Islands","07/04/2020",0.038,"06/27/2020",4638,35422,13.09
"1297","Virginia","01/04/2020",3.188,"12/28/2019",22171,3722198,0.6
"1298","Virginia","01/11/2020",3.643,"01/04/2020",23577,3731069,0.63
"1299","Virginia","01/18/2020",2.831,"01/11/2020",22218,3731069,0.6
"1300","Virginia","01/25/2020",3.059,"01/18/2020",21661,3731069,0.58
"1301","Virginia","02/01/2020",2.575,"01/25/2020",22263,3731069,0.6
"1302","Virginia","02/08/2020",3.097,"02/01/2020",22049,3731069,0.59
"1303","Virginia","02/15/2020",2.693,"02/08/2020",22481,3731069,0.6
"1304","Virginia","02/22/2020",2.079,"02/15/2020",22493,3731069,0.6
"1305","Virginia","02/29/2020",3.267,"02/22/2020",22203,3731069,0.6
"1306","Virginia","03/07/2020",2.527,"02/29/2020",22714,3731069,0.61
"1307","Virginia","03/14/2020",2.706,"03/07/2020",21336,3731069,0.57
"1308","Virginia","03/21/2020",46.277,"03/14/2020",21628,3731069,0.58
"1309","Virginia","03/28/2020",112.497,"03/21/2020",41827,3731069,1.12
"1310","Virginia","04/04/2020",147.369,"03/28/2020",133184,3731069,3.57
"1311","Virginia","04/11/2020",104.619,"04/04/2020",236791,3731069,6.35
"1312","Virginia","04/18/2020",82.729,"04/11/2020",297993,3739821,7.97
"1313","Virginia","04/25/2020",72.488,"04/18/2020",341295,3739821,9.13
"1314","Virginia","05/02/2020",59.631,"04/25/2020",376689,3739821,10.07
"1315","Virginia","05/09/2020",52.139,"05/02/2020",392673,3739821,10.5
"1316","Virginia","05/16/2020",44.699,"05/09/2020",403557,3739821,10.79
"1317","Virginia","05/23/2020",39.242,"05/16/2020",402926,3739821,10.77
"1318","Virginia","05/30/2020",31.379,"05/23/2020",398411,3739821,10.65
"1319","Virginia","06/06/2020",29.231,"05/30/2020",396056,3739821,10.59
"1320","Virginia","06/13/2020",27.186,"06/06/2020",386893,3739821,10.35
"1321","Virginia","06/20/2020",25.293,"06/13/2020",375579,3739821,10.04
"1322","Virginia","06/27/2020",31.955,"06/20/2020",366714,3739821,9.81
"1323","Virginia","07/04/2020",31.825,"06/27/2020",378607,3739821,10.12
"1324","Washington","01/04/2020",10.024,"12/28/2019",70363,3317884,2.12
"1325","Washington","01/11/2020",9.069,"01/04/2020",70214,3333838,2.11
"1326","Washington","01/18/2020",9.079,"01/11/2020",65903,3333838,1.98
"1327","Washington","01/25/2020",8.072,"01/18/2020",67705,3333838,2.03
"1328","Washington","02/01/2020",6.619,"01/25/2020",65260,3333838,1.96
"1329","Washington","02/08/2020",7.161,"02/01/2020",64144,3333838,1.92
"1330","Washington","02/15/2020",6.311,"02/08/2020",61819,3333838,1.85
"1331","Washington","02/22/2020",5.585,"02/15/2020",59819,3333838,1.79
"1332","Washington","02/29/2020",5.77,"02/22/2020",58586,3333838,1.76
"1333","Washington","03/07/2020",6.616,"02/29/2020",56513,3333838,1.7
"1334","Washington","03/14/2020",14.24,"03/07/2020",55588,3333838,1.67
"1335","Washington","03/21/2020",129.909,"03/14/2020",62623,3333838,1.88
"1336","Washington","03/28/2020",182.849,"03/21/2020",158025,3333838,4.74
"1337","Washington","04/04/2020",171.252,"03/28/2020",309411,3333838,9.28
"1338","Washington","04/11/2020",144.455,"04/04/2020",442936,3351028,13.22
"1339","Washington","04/18/2020",83.475,"04/11/2020",535185,3351028,15.97
"1340","Washington","04/25/2020",139.505,"04/18/2020",573374,3351028,17.11
"1341","Washington","05/02/2020",102.216,"04/25/2020",604048,3351028,18.03
"1342","Washington","05/09/2020",110.831,"05/02/2020",739795,3351028,22.08
"1343","Washington","05/16/2020",140.119,"05/09/2020",1045456,3351028,31.2
"1344","Washington","05/23/2020",49.436,"05/16/2020",593287,3351028,17.7
"1345","Washington","05/30/2020",31.929,"05/23/2020",479768,3351028,14.32
"1346","Washington","06/06/2020",30.677,"05/30/2020",438156,3351028,13.08
"1347","Washington","06/13/2020",30.217,"06/06/2020",410204,3351028,12.24
"1348","Washington","06/20/2020",30.793,"06/13/2020",418459,3351028,12.49
"1349","Washington","06/27/2020",33.266,"06/20/2020",416604,3351028,12.43
"1350","Washington","07/04/2020",29.506,"06/27/2020",380975,3351028,11.37
"1351","West Virginia","01/04/2020",1.564,"12/28/2019",15887,670192,2.37
"1352","West Virginia","01/11/2020",2.638,"01/04/2020",18026,670051,2.69
"1353","West Virginia","01/18/2020",1.895,"01/11/2020",17681,670051,2.64
"1354","West Virginia","01/25/2020",1.29,"01/18/2020",16745,670051,2.5
"1355","West Virginia","02/01/2020",1.364,"01/25/2020",16905,670051,2.52
"1356","West Virginia","02/08/2020",1.206,"02/01/2020",16588,670051,2.48
"1357","West Virginia","02/15/2020",1.172,"02/08/2020",16856,670051,2.52
"1358","West Virginia","02/22/2020",1.207,"02/15/2020",17355,670051,2.59
"1359","West Virginia","02/29/2020",1.108,"02/22/2020",16797,670051,2.51
"1360","West Virginia","03/07/2020",1.033,"02/29/2020",16110,670051,2.4
"1361","West Virginia","03/14/2020",0.865,"03/07/2020",15394,670051,2.3
"1362","West Virginia","03/21/2020",3.536,"03/14/2020",14154,670051,2.11
"1363","West Virginia","03/28/2020",14.523,"03/21/2020",21145,670051,3.16
"1364","West Virginia","04/04/2020",14.494,"03/28/2020",36690,670051,5.48
"1365","West Virginia","04/11/2020",14.944,"04/04/2020",48597,667871,7.28
"1366","West Virginia","04/18/2020",46.755,"04/11/2020",96128,667871,14.39
"1367","West Virginia","04/25/2020",29.818,"04/18/2020",146566,667871,21.95
"1368","West Virginia","05/02/2020",13.227,"04/25/2020",110377,667871,16.53
"1369","West Virginia","05/09/2020",6.045,"05/02/2020",107405,667871,16.08
"1370","West Virginia","05/16/2020",5.026,"05/09/2020",98794,667871,14.79
"1371","West Virginia","05/23/2020",4.904,"05/16/2020",93086,667871,13.94
"1372","West Virginia","05/30/2020",4.685,"05/23/2020",84610,667871,12.67
"1373","West Virginia","06/06/2020",4.413,"05/30/2020",83162,667871,12.45
"1374","West Virginia","06/13/2020",4.327,"06/06/2020",75236,667871,11.27
"1375","West Virginia","06/20/2020",3.756,"06/13/2020",70276,667871,10.52
"1376","West Virginia","06/27/2020",3.532,"06/20/2020",69096,667871,10.35
"1377","West Virginia","07/04/2020",3.33,"06/27/2020",65556,667871,9.82
"1378","Wisconsin","01/04/2020",12.854,"12/28/2019",49605,2848173,1.74
"1379","Wisconsin","01/11/2020",8.255,"01/04/2020",53305,2851929,1.87
"1380","Wisconsin","01/18/2020",6.388,"01/11/2020",44776,2851929,1.57
"1381","Wisconsin","01/25/2020",6.134,"01/18/2020",44077,2851929,1.55
"1382","Wisconsin","02/01/2020",6.28,"01/25/2020",44425,2851929,1.56
